Report Date,Week Ending Date,Health Region,Vaccination Status,Infections,Hospitalizations,Deaths,Population Denominator,rate_per_100k
2022-01-14,2021-10-09,Eastern Region,Unvaccinated,2282.0,67.0,35.0,2718608.0,83.94001636131432
2022-01-14,2021-01-23,Eastern Region,Partially Vaccinated,221.0,9.0,12.0,447186.0,49.4201517936608
2022-01-14,2021-01-23,Southwest Region,Fully Vaccinated,1.0,0.0,0.0,90457.0,1.1054976397625391
2022-01-14,2021-11-06,Eastern Region,Fully Vaccinated,391.0,10.0,2.0,5396705.0,7.245161631032269
2022-01-14,2021-07-17,Central Region,Unvaccinated,588.0,14.0,7.0,3399979.0,17.294224464327574
2022-01-14,2021-10-23,Eastern Region,Partially Vaccinated,104.0,3.0,1.0,586192.0,17.741627316647108
2022-01-14,2021-12-11,Southwest Region,Unvaccinated,2881.0,108.0,48.0,2129486.0,135.29086361685404
2022-01-14,2021-09-25,Northwest Region,Fully Vaccinated,762.0,27.0,12.0,5157704.0,14.774015724826397
2022-01-14,2021-08-14,Eastern Region,Partially Vaccinated,279.0,12.0,4.0,574925.0,48.52806887854938
2022-01-14,2021-09-18,Northern Region,Unvaccinated,2212.0,48.0,9.0,2841797.0,77.83807217756933
2022-01-14,2021-09-04,Northern Region,Partially Vaccinated,206.0,4.0,1.0,593885.0,34.68685014775588
2022-01-14,2021-10-02,Northwest Region,Fully Vaccinated,706.0,31.0,10.0,5197060.0,13.584603602806203
2022-01-14,2021-02-27,Southwest Region,Partially Vaccinated,61.0,6.0,6.0,579900.0,10.519055009484395
2022-01-14,2021-06-12,Northern Region,Partially Vaccinated,18.0,0.0,0.0,591685.0,3.042159257037106
2022-01-14,2021-08-21,Eastern Region,Fully Vaccinated,1020.0,31.0,25.0,4873135.0,20.93108440459786
2022-01-14,2021-07-24,Eastern Region,Fully Vaccinated,270.0,15.0,4.0,4697306.0,5.747975541725406
2022-01-14,2021-02-20,Southwest Region,Fully Vaccinated,9.0,4.0,0.0,552658.0,1.6284935710692687
2022-01-14,2021-09-11,Central Region,Unvaccinated,3468.0,44.0,42.0,2895033.0,119.79138061638676
2022-01-14,2021-09-04,Eastern Region,Partially Vaccinated,358.0,12.0,4.0,593885.0,60.2810308393039
